record_number,date,time,location,sample_duration_s,flow_CFM,laser_ok,flow_ok,temp_ok,rh_ok,temp_C,RH_pct,ch1_size_um,ch1_diff_counts,ch1_diff_ft3,ch1_diff_m3,ch1_diff_mass_ugm3,ch1_sum_m3,ch1_pm_ugm3,ch2_size_um,ch2_diff_counts,ch2_diff_ft3,ch2_diff_m3,ch2_diff_mass_ugm3,ch2_sum_m3,ch2_pm_ugm3,ch3_size_um,ch3_diff_counts,ch3_diff_ft3,ch3_diff_m3,ch3_diff_mass_ugm3,ch3_sum_m3,ch3_pm_ugm3,ch4_size_um,ch4_diff_counts,ch4_diff_ft3,ch4_diff_m3,ch4_diff_mass_ugm3,ch4_sum_m3,ch4_pm_ugm3,ch5_size_um,ch5_diff_counts,ch5_diff_ft3,ch5_diff_m3,ch5_diff_mass_ugm3,ch5_sum_m3,ch5_pm_ugm3,ch6_size_um,ch6_diff_counts,ch6_diff_ft3,ch6_diff_m3,ch6_diff_mass_ugm3,ch6_sum_m3,ch6_pm_ugm3
64,,,,60.0,0.1,True,True,True,True,0.0,,0.3,27568.0,275666.0,9735088.0,0.82,10374604.0,0.0,0.5,1515.0,15149.0,534991.0,0.3,639516.0,0.82,1.0,245.0,2449.0,86516.0,0.61,104525.0,1.12,2.5,48.0,479.0,16950.0,1.17,18009.0,1.73,5.0,3.0,29.0,1059.0,0.59,1059.0,2.9,10.0,0.0,0.0,0.0,0.0,0.0,3.49
65,,,,60.0,0.1,True,True,True,True,0.0,,0.3,26824.0,268265.0,9473691.0,0.79,10130604.0,0.0,0.5,1572.0,15721.0,555198.0,0.31,656913.0,0.79,1.0,245.0,2450.0,86529.0,0.61,101715.0,1.1,2.5,41.0,410.0,14480.0,1.0,15186.0,1.71,5.0,1.0,10.0,353.0,0.2,706.0,2.71,10.0,1.0,10.0,353.0,1.56,353.0,2.91
66,,,,60.0,0.1,True,True,True,True,0.0,,0.3,22485.0,224848.0,7940466.0,0.67,8471594.0,0.0,0.5,1272.0,12719.0,449200.0,0.25,531128.0,0.67,1.0,182.0,1819.0,64272.0,0.45,81928.0,0.92,2.5,46.0,459.0,16244.0,1.12,17656.0,1.37,5.0,4.0,39.0,1412.0,0.78,1412.0,2.49,10.0,0.0,0.0,0.0,0.0,0.0,3.27
67,,,,60.0,0.1,True,True,True,True,0.0,,0.3,22277.0,222806.0,7868347.0,0.66,8357535.0,0.0,0.5,1167.0,11671.0,412190.0,0.23,489188.0,0.66,1.0,186.0,1860.0,65696.0,0.46,76998.0,0.89,2.5,31.0,310.0,10949.0,0.76,11302.0,1.35,5.0,1.0,10.0,353.0,0.2,353.0,2.11,10.0,0.0,0.0,0.0,0.0,0.0,2.31
68,,,,60.0,0.1,True,True,True,True,0.0,,0.3,24715.0,247163.0,8728513.0,0.73,9288986.0,0.0,0.5,1337.0,13370.0,472183.0,0.26,560473.0,0.73,1.0,214.0,2140.0,75577.0,0.53,88290.0,0.99,2.5,35.0,350.0,12360.0,0.85,12713.0,1.52,5.0,1.0,10.0,353.0,0.2,353.0,2.37,10.0,0.0,0.0,0.0,0.0,0.0,2.57
69,,,,60.0,0.1,True,True,True,True,0.0,,0.3,25238.0,252394.0,8913232.0,0.75,9491012.0,0.0,0.5,1400.0,14000.0,494434.0,0.27,577780.0,0.75,1.0,195.0,1950.0,68867.0,0.48,83346.0,1.02,2.5,38.0,380.0,13420.0,0.93,14479.0,1.5,5.0,3.0,30.0,1059.0,0.59,1059.0,2.43,10.0,0.0,0.0,0.0,0.0,0.0,3.02
70,,,,60.0,0.1,True,True,True,True,0.0,,0.3,23283.0,232838.0,8222619.0,0.69,8721985.0,0.0,0.5,1190.0,11900.0,420260.0,0.23,499366.0,0.69,1.0,194.0,1940.0,68512.0,0.48,79106.0,0.92,2.5,27.0,270.0,9535.0,0.66,10594.0,1.4,5.0,2.0,20.0,706.0,0.39,1059.0,2.06,10.0,1.0,10.0,353.0,1.56,353.0,2.45
71,,,,60.0,0.1,True,True,True,True,0.0,,0.3,26044.0,260463.0,9198165.0,0.77,9791149.0,0.0,0.5,1429.0,14291.0,504691.0,0.28,592984.0,0.77,1.0,211.0,2110.0,74520.0,0.52,88293.0,1.05,2.5,35.0,350.0,12361.0,0.85,13773.0,1.57,5.0,4.0,40.0,1412.0,0.78,1412.0,2.42,10.0,0.0,0.0,0.0,0.0,0.0,3.2
72,,,,60.0,0.1,True,True,True,True,0.0,,0.3,24556.0,245565.0,8672073.0,0.73,9237825.0,0.0,0.5,1338.0,13380.0,472521.0,0.26,565752.0,0.73,1.0,221.0,2210.0,78047.0,0.55,93231.0,0.99,2.5,38.0,380.0,13419.0,0.93,15184.0,1.54,5.0,4.0,40.0,1412.0,0.78,1765.0,2.47,10.0,1.0,10.0,353.0,1.56,353.0,3.25
73,,,,60.0,0.1,True,True,True,True,0.0,,0.3,23200.0,231992.0,8192744.0,0.69,8724565.0,0.0,0.5,1277.0,12769.0,450954.0,0.25,531821.0,0.69,1.0,187.0,1869.0,66036.0,0.46,80867.0,0.94,2.5,38.0,379.0,13419.0,0.93,14831.0,1.4,5.0,3.0,29.0,1059.0,0.59,1412.0,2.33,10.0,1.0,9.0,353.0,1.56,353.0,2.92
74,,,,60.0,0.1,True,True,True,True,0.0,,0.3,21838.0,218369.0,7711658.0,0.65,8209923.0,0.0,0.5,1181.0,11809.0,417046.0,0.23,498265.0,0.65,1.0,197.0,1969.0,69566.0,0.49,81219.0,0.88,2.5,32.0,319.0,11300.0,0.78,11653.0,1.37,5.0,1.0,9.0,353.0,0.2,353.0,2.15,10.0,0.0,0.0,0.0,0.0,0.0,2.35
75,,,,60.0,0.1,True,True,True,True,0.0,,0.3,24757.0,247598.0,8743854.0,0.73,9299769.0,0.0,0.5,1339.0,13391.0,472917.0,0.26,555915.0,0.73,1.0,210.0,2100.0,74169.0,0.52,82998.0,0.99,2.5,24.0,240.0,8476.0,0.59,8829.0,1.51,5.0,1.0,10.0,353.0,0.2,353.0,2.1,10.0,0.0,0.0,0.0,0.0,0.0,2.3
76,,,,60.0,0.1,True,True,True,True,0.0,,0.3,26621.0,266218.0,9401408.0,0.79,10010249.0,0.0,0.5,1459.0,14590.0,515256.0,0.28,608841.0,0.79,1.0,220.0,2200.0,77694.0,0.55,93585.0,1.07,2.5,43.0,430.0,15185.0,1.05,15891.0,1.62,5.0,2.0,20.0,706.0,0.39,706.0,2.67,10.0,0.0,0.0,0.0,0.0,0.0,3.06
77,,,,60.0,0.1,True,True,True,True,0.0,,0.3,23364.0,233652.0,8251359.0,0.69,8774395.0,0.0,0.5,1256.0,12560.0,443575.0,0.24,523036.0,0.69,1.0,192.0,1920.0,67807.0,0.48,79461.0,0.93,2.5,32.0,320.0,11301.0,0.78,11654.0,1.41,5.0,1.0,10.0,353.0,0.2,353.0,2.19,10.0,0.0,0.0,0.0,0.0,0.0,2.39
78,,,,60.0,0.1,True,True,True,True,0.0,,0.3,23036.0,230380.0,8135805.0,0.68,8650030.0,0.0,0.5,1238.0,12381.0,437234.0,0.24,514225.0,0.68,1.0,180.0,1800.0,63572.0,0.45,76991.0,0.92,2.5,33.0,330.0,11654.0,0.8,13419.0,1.37,5.0,5.0,50.0,1765.0,0.98,1765.0,2.17,10.0,0.0,0.0,0.0,0.0,0.0,3.15
79,,,,60.0,0.1,True,True,True,True,0.0,,0.3,20193.0,201943.0,7131562.0,0.6,7557836.0,0.0,0.5,1029.0,10290.0,363411.0,0.2,426274.0,0.6,1.0,144.0,1440.0,50856.0,0.36,62863.0,0.8,2.5,32.0,320.0,11301.0,0.78,12007.0,1.16,5.0,2.0,20.0,706.0,0.39,706.0,1.94,10.0,0.0,0.0,0.0,0.0,0.0,2.33
80,,,,60.0,0.1,True,True,True,True,0.0,,0.3,24353.0,243526.0,8600058.0,0.72,9140363.0,0.0,0.5,1308.0,13079.0,461909.0,0.26,540305.0,0.72,1.0,192.0,1919.0,67803.0,0.48,78396.0,0.98,2.5,28.0,279.0,9887.0,0.68,10593.0,1.46,5.0,2.0,19.0,706.0,0.39,706.0,2.14,10.0,0.0,0.0,0.0,0.0,0.0,2.53
81,,,,60.0,0.1,True,True,True,True,0.0,,0.3,22888.0,228910.0,8083903.0,0.68,8606981.0,0.0,0.5,1240.0,12401.0,437960.0,0.24,523078.0,0.68,1.0,203.0,2030.0,71698.0,0.5,85118.0,0.92,2.5,36.0,360.0,12714.0,0.88,13420.0,1.42,5.0,2.0,20.0,706.0,0.39,706.0,2.3,10.0,0.0,0.0,0.0,0.0,0.0,2.69
82,,,,60.0,0.1,True,True,True,True,0.0,,0.3,25526.0,255268.0,9014712.0,0.76,9573406.0,0.0,0.5,1314.0,13140.0,464049.0,0.26,558694.0,0.76,1.0,239.0,2390.0,84404.0,0.59,94645.0,1.02,2.5,29.0,290.0,10241.0,0.71,10241.0,1.61,5.0,0.0,0.0,0.0,0.0,0.0,2.32,10.0,0.0,0.0,0.0,0.0,0.0,2.32
83,,,,60.0,0.1,True,True,True,True,0.0,,0.3,25309.0,253116.0,8938725.0,0.75,9460729.0,0.0,0.5,1231.0,12311.0,434769.0,0.24,522004.0,0.75,1.0,214.0,2140.0,75581.0,0.53,87235.0,0.99,2.5,32.0,320.0,11301.0,0.78,11654.0,1.52,5.0,1.0,10.0,353.0,0.2,353.0,2.3,10.0,0.0,0.0,0.0,0.0,0.0,2.5
84,,,,60.0,0.1,True,True,True,True,0.0,,0.3,27107.0,271113.0,9574269.0,0.8,10163763.0,0.0,0.5,1402.0,14022.0,495190.0,0.27,589494.0,0.8,1.0,233.0,2330.0,82296.0,0.58,94304.0,1.07,2.5,32.0,320.0,11302.0,0.78,12008.0,1.65,5.0,2.0,20.0,706.0,0.39,706.0,2.43,10.0,0.0,0.0,0.0,0.0,0.0,2.82
85,,,,60.0,0.1,True,True,True,True,0.0,,0.3,27155.0,271559.0,9590042.0,0.8,10177698.0,0.0,0.5,1408.0,14080.0,497248.0,0.27,587656.0,0.8,1.0,224.0,2240.0,79107.0,0.56,90408.0,1.07,2.5,32.0,320.0,11301.0,0.78,11301.0,1.63,5.0,0.0,0.0,0.0,0.0,0.0,2.41,10.0,0.0,0.0,0.0,0.0,0.0,2.41
86,,,,60.0,0.1,True,True,True,True,0.0,,0.3,26422.0,264232.0,9331274.0,0.78,9922820.0,0.0,0.5,1412.0,14120.0,498666.0,0.28,591546.0,0.78,1.0,220.0,2200.0,77695.0,0.55,92880.0,1.06,2.5,41.0,410.0,14479.0,1.0,15185.0,1.61,5.0,2.0,20.0,706.0,0.39,706.0,2.61,10.0,0.0,0.0,0.0,0.0,0.0,3.0
87,,,,60.0,0.1,True,True,True,True,0.0,,0.3,26458.0,264594.0,9344082.0,0.78,9886191.0,0.0,0.5,1322.0,13220.0,466886.0,0.26,542109.0,0.78,1.0,184.0,1840.0,64982.0,0.46,75223.0,1.04,2.5,26.0,260.0,9182.0,0.63,10241.0,1.5,5.0,3.0,30.0,1059.0,0.59,1059.0,2.13,10.0,0.0,0.0,0.0,0.0,0.0,2.72
88,,,,60.0,0.1,True,True,True,True,0.0,,0.3,25015.0,250142.0,8833685.0,0.74,9358442.0,0.0,0.5,1255.0,12549.0,443185.0,0.24,524757.0,0.74,1.0,191.0,1909.0,67448.0,0.47,81572.0,0.98,2.5,36.0,359.0,12712.0,0.88,14124.0,1.45,5.0,4.0,39.0,1412.0,0.78,1412.0,2.33,10.0,0.0,0.0,0.0,0.0,0.0,3.11
89,,,,60.0,0.1,True,True,True,True,0.0,,0.3,24311.0,243117.0,8585629.0,0.72,9090996.0,0.0,0.5,1207.0,12070.0,426261.0,0.24,505367.0,0.72,1.0,198.0,1980.0,69925.0,0.49,79106.0,0.96,2.5,25.0,250.0,8828.0,0.61,9181.0,1.45,5.0,1.0,10.0,353.0,0.2,353.0,2.06,10.0,0.0,0.0,0.0,0.0,0.0,2.26
90,,,,60.0,0.1,True,True,True,True,0.0,,0.3,24387.0,243869.0,8612156.0,0.72,9130219.0,0.0,0.5,1254.0,12539.0,442844.0,0.24,518063.0,0.72,1.0,170.0,1699.0,60034.0,0.42,75219.0,0.96,2.5,42.0,419.0,14832.0,1.02,15185.0,1.38,5.0,1.0,9.0,353.0,0.2,353.0,2.4,10.0,0.0,0.0,0.0,0.0,0.0,2.6
91,,,,60.0,0.1,True,True,True,True,0.0,,0.3,24461.0,244646.0,8639614.0,0.72,9161640.0,0.0,0.5,1262.0,12621.0,445737.0,0.25,522026.0,0.72,1.0,190.0,1900.0,67107.0,0.47,76289.0,0.97,2.5,23.0,230.0,8123.0,0.56,9182.0,1.44,5.0,3.0,30.0,1059.0,0.59,1059.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,2.59
92,,,,60.0,0.1,True,True,True,True,0.0,,0.3,23375.0,233755.0,8255006.0,0.69,8743418.0,0.0,0.5,1168.0,11680.0,412485.0,0.23,488412.0,0.69,1.0,185.0,1850.0,65333.0,0.46,75927.0,0.92,2.5,29.0,290.0,10241.0,0.71,10594.0,1.38,5.0,1.0,10.0,353.0,0.2,353.0,2.09,10.0,0.0,0.0,0.0,0.0,0.0,2.29
93,,,,60.0,0.1,True,True,True,True,0.0,,0.3,24324.0,243234.0,8589742.0,0.72,9096847.0,0.0,0.5,1202.0,12019.0,424472.0,0.23,507105.0,0.72,1.0,197.0,1969.0,69568.0,0.49,82633.0,0.95,2.5,36.0,359.0,12712.0,0.88,13065.0,1.44,5.0,1.0,9.0,353.0,0.2,353.0,2.32,10.0,0.0,0.0,0.0,0.0,0.0,2.52
94,,,,60.0,0.1,True,True,True,True,0.0,,0.3,19254.0,192540.0,6799520.0,0.57,7208817.0,0.0,0.5,994.0,9940.0,351029.0,0.19,409297.0,0.57,1.0,139.0,1390.0,49087.0,0.34,58268.0,0.76,2.5,25.0,250.0,8828.0,0.61,9181.0,1.1,5.0,1.0,10.0,353.0,0.2,353.0,1.71,10.0,0.0,0.0,0.0,0.0,0.0,1.91
95,,,,60.0,0.1,True,True,True,True,0.0,,0.3,22942.0,229442.0,8102674.0,0.68,8585117.0,0.0,0.5,1151.0,11511.0,406511.0,0.22,482443.0,0.68,1.0,185.0,1850.0,65338.0,0.46,75932.0,0.9,2.5,26.0,260.0,9182.0,0.63,10594.0,1.36,5.0,4.0,40.0,1412.0,0.78,1412.0,1.99,10.0,0.0,0.0,0.0,0.0,0.0,2.77
96,,,,60.0,0.1,True,True,True,True,0.0,,0.3,24759.0,247585.0,8743402.0,0.73,9281940.0,0.0,0.5,1297.0,12969.0,458023.0,0.25,538538.0,0.73,1.0,207.0,2069.0,73100.0,0.51,80515.0,0.98,2.5,21.0,209.0,7415.0,0.51,7415.0,1.49,5.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,2.0
97,,,,60.0,0.1,True,True,True,True,0.0,,0.3,24129.0,241308.0,8521742.0,0.71,9062096.0,0.0,0.5,1290.0,12901.0,455594.0,0.25,540354.0,0.71,1.0,209.0,2090.0,73813.0,0.52,84760.0,0.96,2.5,28.0,280.0,9888.0,0.68,10947.0,1.48,5.0,3.0,30.0,1059.0,0.59,1059.0,2.16,10.0,0.0,0.0,0.0,0.0,0.0,2.75
98,,,,60.0,0.1,True,True,True,True,0.0,,0.3,19890.0,198900.0,7024116.0,0.59,7446833.0,0.0,0.5,1033.0,10330.0,364802.0,0.2,422717.0,0.59,1.0,137.0,1370.0,48381.0,0.34,57915.0,0.79,2.5,25.0,250.0,8828.0,0.61,9534.0,1.13,5.0,2.0,20.0,706.0,0.39,706.0,1.74,10.0,0.0,0.0,0.0,0.0,0.0,2.13
99,,,,60.0,0.1,True,True,True,True,0.0,,0.3,17818.0,178177.0,6292274.0,0.53,6683905.0,0.0,0.5,952.0,9519.0,336190.0,0.19,391631.0,0.53,1.0,127.0,1269.0,44848.0,0.31,55441.0,0.72,2.5,28.0,279.0,9887.0,0.68,10593.0,1.03,5.0,2.0,19.0,706.0,0.39,706.0,1.71,10.0,0.0,0.0,0.0,0.0,0.0,2.1
100,,,,60.0,0.1,True,True,True,True,0.0,,0.3,20508.0,205088.0,7242616.0,0.61,7666407.0,0.0,0.5,1012.0,10120.0,357398.0,0.2,423791.0,0.61,1.0,151.0,1510.0,53327.0,0.37,66393.0,0.81,2.5,33.0,330.0,11654.0,0.8,13066.0,1.18,5.0,4.0,40.0,1412.0,0.78,1412.0,1.98,10.0,0.0,0.0,0.0,0.0,0.0,2.76
101,,,,60.0,0.1,True,True,True,True,0.0,,0.3,22620.0,226231.0,7989304.0,0.67,8463292.0,0.0,0.5,1142.0,11421.0,403350.0,0.22,473988.0,0.67,1.0,173.0,1730.0,61102.0,0.43,70638.0,0.89,2.5,27.0,270.0,9536.0,0.66,9536.0,1.32,5.0,0.0,0.0,0.0,0.0,0.0,1.98,10.0,0.0,0.0,0.0,0.0,0.0,1.98
102,,,,60.0,0.1,True,True,True,True,0.0,,0.3,23515.0,235166.0,8304836.0,0.7,8809517.0,0.0,0.5,1246.0,12460.0,440052.0,0.24,504681.0,0.7,1.0,156.0,1560.0,55094.0,0.39,64629.0,0.94,2.5,26.0,260.0,9182.0,0.63,9535.0,1.33,5.0,1.0,10.0,353.0,0.2,353.0,1.96,10.0,0.0,0.0,0.0,0.0,0.0,2.16
103,,,,60.0,0.1,True,True,True,True,0.0,,0.3,15025.0,150245.0,5305872.0,0.44,6182708.0,0.0,0.5,1410.0,14099.0,497922.0,0.28,876836.0,0.44,1.0,521.0,5209.0,183984.0,1.29,378914.0,0.72,2.5,384.0,3839.0,135604.0,9.36,194930.0,2.01,5.0,150.0,1499.0,52970.0,29.26,59326.0,11.37,10.0,18.0,179.0,6356.0,28.09,6356.0,40.630001
104,,,,60.0,0.1,True,True,True,True,0.0,,0.3,13984.0,139807.0,4937259.0,0.41,5960791.0,0.0,0.5,1676.0,16756.0,591736.0,0.33,1023532.0,0.41,1.0,600.0,5998.0,211838.0,1.49,431796.0,0.74,2.5,425.0,4249.0,150052.0,10.36,219958.0,2.23,5.0,164.0,1639.0,57902.0,31.99,69906.0,12.59,10.0,34.0,339.0,12004.0,53.049999,12004.0,44.580002
105,,,,60.0,0.1,True,True,True,True,0.0,,0.3,14124.0,141239.0,4987809.0,0.42,5982968.0,0.0,0.5,1714.0,17139.0,605289.0,0.33,995159.0,0.42,1.0,607.0,6069.0,214358.0,1.5,389870.0,0.75,2.5,340.0,3399.0,120069.0,8.29,175512.0,2.25,5.0,135.0,1349.0,47674.0,26.33,55443.0,10.54,10.0,22.0,219.0,7769.0,34.330002,7769.0,36.869999
106,,,,60.0,0.1,True,True,True,True,0.0,,0.3,13821.0,138239.0,4881885.0,0.41,5811918.0,0.0,0.5,1660.0,16603.0,586349.0,0.32,930033.0,0.41,1.0,574.0,5741.0,202749.0,1.42,343684.0,0.73,2.5,285.0,2850.0,100668.0,6.95,140935.0,2.15,5.0,90.0,900.0,31790.0,17.549999,40267.0,9.1,10.0,24.0,240.0,8477.0,37.450001,8477.0,26.65
107,,,,60.0,0.1,True,True,True,True,0.0,,0.3,13865.0,138661.0,4896788.0,0.41,5763832.0,0.0,0.5,1576.0,15761.0,556605.0,0.31,867044.0,0.41,1.0,515.0,5150.0,181885.0,1.28,310439.0,0.72,2.5,275.0,2750.0,97123.0,6.7,128554.0,2.0,5.0,73.0,730.0,25781.0,14.24,31431.0,8.7,10.0,16.0,160.0,5650.0,24.969999,5650.0,22.939999
108,,,,60.0,0.1,True,True,True,True,0.0,,0.3,13667.0,136669.0,4826449.0,0.4,5633739.0,0.0,0.5,1574.0,15739.0,555852.0,0.31,807290.0,0.4,1.0,464.0,4639.0,163859.0,1.15,251438.0,0.71,2.5,187.0,1869.0,66038.0,4.56,87579.0,1.86,5.0,52.0,519.0,18363.0,10.14,21541.0,6.42,10.0,9.0,89.0,3178.0,14.04,3178.0,16.560001
109,,,,60.0,0.1,True,True,True,True,0.0,,0.3,13639.0,136401.0,4816964.0,0.4,5636681.0,0.0,0.5,1512.0,15121.0,534001.0,0.29,819717.0,0.4,1.0,506.0,5060.0,178706.0,1.25,285716.0,0.69,2.5,233.0,2330.0,82289.0,5.68,107010.0,1.94,5.0,59.0,590.0,20837.0,11.51,24721.0,7.62,10.0,11.0,110.0,3884.0,17.16,3884.0,19.130001
110,,,,60.0,0.1,True,True,True,True,0.0,,0.3,14132.0,141324.0,4990843.0,0.42,5968031.0,0.0,0.5,1692.0,16920.0,597545.0,0.33,977188.0,0.42,1.0,597.0,5970.0,210835.0,1.48,379643.0,0.75,2.5,351.0,3510.0,123958.0,8.56,168808.0,2.23,5.0,113.0,1130.0,39906.0,22.040001,44850.0,10.790001,10.0,14.0,140.0,4944.0,21.84,4944.0,32.830002
111,,,,60.0,0.1,True,True,True,True,0.0,,0.3,14222.0,142235.0,5023007.0,0.42,6021108.0,0.0,0.5,1680.0,16801.0,593352.0,0.33,998101.0,0.42,1.0,599.0,5990.0,211558.0,1.48,404749.0,0.75,2.5,394.0,3940.0,139155.0,9.61,193191.0,2.23,5.0,132.0,1320.0,46620.0,25.75,54036.0,11.84,10.0,21.0,210.0,7416.0,32.77,7416.0,37.59
112,,,,60.0,0.1,True,True,True,True,0.0,,0.3,13694.0,136950.0,4836368.0,0.41,5900127.0,0.0,0.5,1652.0,16521.0,583443.0,0.32,1063759.0,0.41,1.0,656.0,6560.0,231682.0,1.63,480316.0,0.73,2.5,460.0,4600.0,162460.0,11.21,248634.0,2.36,5.0,207.0,2070.0,73107.0,40.369999,86174.0,13.57,10.0,37.0,370.0,13067.0,57.73,13067.0,53.939999
113,,,,60.0,0.1,True,True,True,True,0.0,,0.3,13894.0,138936.0,4906502.0,0.41,5956379.0,0.0,0.5,1644.0,16439.0,580559.0,0.32,1049877.0,0.41,1.0,636.0,6359.0,224595.0,1.58,469318.0,0.73,2.5,461.0,4609.0,162796.0,11.24,244723.0,2.31,5.0,199.0,1989.0,70274.0,38.810001,81927.0,13.549999,10.0,33.0,329.0,11653.0,51.490002,11653.0,52.360001
114,,,,60.0,0.1,True,True,True,True,0.0,,0.3,13370.0,133713.0,4722047.0,0.4,5719784.0,0.0,0.5,1689.0,16891.0,596524.0,0.33,997737.0,0.4,1.0,573.0,5730.0,202373.0,1.42,401213.0,0.73,2.5,366.0,3660.0,129264.0,8.92,198840.0,2.15,5.0,174.0,1740.0,61453.0,33.939999,69576.0,11.07,10.0,23.0,230.0,8123.0,35.889999,8123.0,45.009998
115,,,,60.0,0.1,True,True,True,True,0.0,,0.3,13598.0,136004.0,4802952.0,0.4,5767566.0,0.0,0.5,1582.0,15822.0,558778.0,0.31,964614.0,0.4,1.0,580.0,5801.0,204861.0,1.44,405836.0,0.71,2.5,399.0,3990.0,140930.0,9.73,200975.0,2.15,5.0,146.0,1460.0,51568.0,28.48,60045.0,11.879999,10.0,24.0,240.0,8477.0,37.450001,8477.0,40.360001
116,,,,60.0,0.1,True,True,True,True,0.0,,0.3,13529.0,135301.0,4778139.0,0.4,5687569.0,0.0,0.5,1549.0,15491.0,547072.0,0.3,909430.0,0.4,1.0,551.0,5510.0,194600.0,1.37,362358.0,0.7,2.5,334.0,3340.0,117961.0,8.14,167758.0,2.07,5.0,112.0,1120.0,39555.0,21.84,49797.0,10.210001,10.0,29.0,290.0,10242.0,45.25,10242.0,32.050003
117,,,,60.0,0.1,True,True,True,True,0.0,,0.3,13268.0,132669.0,4685186.0,0.39,5557035.0,0.0,0.5,1543.0,15428.0,544863.0,0.3,871849.0,0.39,1.0,519.0,5189.0,183268.0,1.29,326986.0,0.69,2.5,311.0,3109.0,109820.0,7.58,143718.0,1.98,5.0,83.0,829.0,29308.0,16.190001,33898.0,9.559999,10.0,13.0,129.0,4590.0,20.280001,4590.0,25.75
118,,,,60.0,0.1,True,True,True,True,0.0,,0.3,3566.0,35659.0,1259287.0,0.11,1407601.0,0.0,0.5,210.0,2099.0,74158.0,0.04,148314.0,0.11,1.0,104.0,1039.0,36726.0,0.26,74156.0,0.15,2.5,65.0,649.0,22953.0,1.58,37430.0,0.41,5.0,34.0,339.0,12006.0,6.63,14477.0,1.99,10.0,7.0,69.0,2471.0,10.92,2471.0,8.62
119,,,,60.0,0.1,True,True,True,True,0.0,,0.3,3181.0,31813.0,1123474.0,0.09,1308892.0,0.0,0.5,298.0,2980.0,105248.0,0.06,185418.0,0.09,1.0,123.0,1230.0,43441.0,0.3,80170.0,0.15,2.5,70.0,700.0,24722.0,1.71,36729.0,0.45,5.0,31.0,310.0,10948.0,6.05,12007.0,2.16,10.0,3.0,30.0,1059.0,4.68,1059.0,8.21
1,,,,60.0,0.1,True,True,True,True,0.0,,0.3,18734.0,187354.0,6616373.0,0.55,8085931.0,0.0,0.5,2543.0,25432.0,898123.0,0.5,1469558.0,0.55,1.0,775.0,7750.0,273710.0,1.92,571435.0,1.05,2.5,511.0,5110.0,180472.0,12.46,297725.0,2.97,5.0,287.0,2870.0,101361.0,55.970001,117253.0,15.43,10.0,45.0,450.0,15892.0,70.199997,15892.0,71.400002,2026-05-28T15:25:12.352306
2,,,,60.0,0.1,True,True,True,True,0.0,,0.3,18662.0,186625.0,6590614.0,0.55,7953443.0,0.0,0.5,2541.0,25410.0,897371.0,0.5,1362829.0,0.55,1.0,673.0,6730.0,237674.0,1.67,465458.0,1.05,2.5,401.0,4010.0,141615.0,9.77,227784.0,2.72,5.0,210.0,2100.0,74162.0,40.950001,86169.0,12.49,10.0,34.0,340.0,12007.0,53.040001,12007.0,53.440002,2026-05-28T15:25:12.715551
3,,,,60.0,0.1,True,True,True,True,0.0,,0.3,112361.0,1123653.0,39681432.0,3.32,41797920.0,0.0,0.5,4957.0,49571.0,1750615.0,0.97,2116488.0,3.32,1.0,782.0,7820.0,276171.0,1.94,365873.0,4.29,2.5,200.0,2000.0,70632.0,4.88,89702.0,6.23,5.0,45.0,450.0,15892.0,8.78,19070.0,11.110001,10.0,9.0,90.0,3178.0,14.04,3178.0,19.889999,2026-05-28T15:25:13.079352
4,,,,60.0,0.1,True,True,True,True,0.0,,0.3,112100.0,1120865.0,39583004.0,3.32,41641600.0,0.0,0.5,4849.0,48484.0,1712203.0,0.95,2058596.0,3.32,1.0,789.0,7889.0,278599.0,1.95,346393.0,4.27,2.5,161.0,1609.0,56849.0,3.92,67794.0,6.22,5.0,27.0,269.0,9533.0,5.27,10945.0,10.14,10.0,4.0,39.0,1412.0,6.24,1412.0,15.41,2026-05-28T15:25:13.445364
5,,,,60.0,0.1,True,True,True,True,0.0,,0.3,112557.0,1125508.0,39746948.0,3.33,41903492.0,0.0,0.5,5113.0,51127.0,1805539.0,1.0,2156545.0,3.33,1.0,783.0,7829.0,276498.0,1.94,351006.0,4.33,2.5,178.0,1779.0,62856.0,4.34,74508.0,6.27,5.0,22.0,219.0,7768.0,4.29,11652.0,10.610001,10.0,11.0,109.0,3884.0,17.16,3884.0,14.900001,2026-05-28T15:25:13.814862
6,,,,60.0,0.1,True,True,True,True,0.0,,0.3,24111.0,241131.0,8515496.0,0.71,8983809.0,0.0,0.5,1085.0,10850.0,383199.0,0.21,468313.0,0.71,1.0,190.0,1900.0,67103.0,0.47,85114.0,0.92,2.5,46.0,460.0,16246.0,1.12,18011.0,1.39,5.0,5.0,50.0,1765.0,0.98,1765.0,2.51,10.0,0.0,0.0,0.0,0.0,0.0,3.49,2026-05-28T15:25:14.177417
7,,,,60.0,0.1,True,True,True,True,0.0,,0.3,16292.0,162939.0,5754156.0,0.48,6041296.0,0.0,0.5,675.0,6750.0,238402.0,0.13,287140.0,0.48,1.0,102.0,1020.0,36025.0,0.25,48738.0,0.61,2.5,30.0,300.0,10595.0,0.73,12713.0,0.86,5.0,5.0,50.0,1765.0,0.98,2118.0,1.59,10.0,1.0,10.0,353.0,1.56,353.0,2.57,2026-05-28T15:25:14.538655
